GO.ID	Term	Annotated	Significant	Expected	p.value
GO:0001077	proximal promoter DNA-binding transcript...	5	3	0.96	0.05257
GO:0005354	galactose transmembrane transporter acti...	19	7	3.66	0.05706
GO:0140102	catalytic activity, acting on a rRNA	19	7	3.66	0.05706
GO:0015101	organic cation transmembrane transporter...	23	8	4.44	0.05956
GO:0038023	signaling receptor activity	296	78	57.09	0.06109
GO:0046982	protein heterodimerization activity	234	55	45.13	0.06209
GO:0070008	serine-type exopeptidase activity	78	21	15.04	0.06262
GO:0004144	diacylglycerol O-acyltransferase activit...	12	5	2.31	0.06342
GO:0050505	hydroquinone glucosyltransferase activit...	12	5	2.31	0.06342
GO:0016847	1-aminocyclopropane-1-carboxylate syntha...	12	5	2.31	0.06342
GO:0030246	carbohydrate binding	403	90	77.73	0.06906
GO:0043130	ubiquitin binding	32	10	6.17	0.07342
GO:0005506	iron ion binding	419	95	80.81	0.07603
GO:0000993	RNA polymerase II complex binding	9	4	1.74	0.07648
GO:0010385	double-stranded methylated DNA binding	9	4	1.74	0.07648
GO:0016229	steroid dehydrogenase activity	20	7	3.86	0.08717
GO:0009927	histidine phosphotransfer kinase activit...	13	5	2.51	0.08721
GO:0004364	glutathione transferase activity	72	19	13.89	0.08729
GO:0080161	auxin transmembrane transporter activity	81	21	15.62	0.08775
GO:0004607	phosphatidylcholine-sterol O-acyltransfe...	6	3	1.16	0.09029
GO:0005275	amine transmembrane transporter activity	6	3	1.16	0.09029
GO:0047202	sinapoylglucose-choline O-sinapoyltransf...	6	3	1.16	0.09029
GO:0004014	adenosylmethionine decarboxylase activit...	6	3	1.16	0.09029
GO:0008017	microtubule binding	169	40	32.59	0.09074
