GO.ID	Term	Annotated	Significant	Expected	p.value
GO:0090404	pollen tube tip	25	3	2.96	0.5809
GO:0016459	myosin complex	34	4	4.02	0.5833
GO:0009573	chloroplast ribulose bisphosphate carbox...	7	1	0.83	0.5857
GO:0005960	glycine cleavage complex	7	1	0.83	0.5857
GO:0010007	magnesium chelatase complex	7	1	0.83	0.5857
GO:0031305	integral component of mitochondrial inne...	35	4	4.14	0.6070
GO:0042646	plastid nucleoid	44	5	5.2	0.6075
GO:0000932	P-body	71	8	8.4	0.6129
GO:0030126	COPI vesicle coat	17	2	2.01	0.6141
GO:0044426	cell wall part	31	8	3.67	0.6343
GO:0031300	intrinsic component of organelle membran...	99	14	11.71	0.6345
GO:0010494	cytoplasmic stress granule	27	3	3.19	0.6346
GO:0048188	Set1C/COMPASS complex	8	1	0.95	0.6347
GO:0044613	nuclear pore central transport channel	8	1	0.95	0.6347
GO:0016328	lateral plasma membrane	8	1	0.95	0.6347
GO:0005801	cis-Golgi network	18	2	2.13	0.6458
GO:0010598	NAD(P)H dehydrogenase complex (plastoqui...	18	2	2.13	0.6458
GO:0005615	extracellular space	125	17	14.78	0.6593
GO:0009898	cytoplasmic side of plasma membrane	118	13	13.96	0.6734
GO:0009897	external side of plasma membrane	19	2	2.25	0.6754
GO:0005763	mitochondrial small ribosomal subunit	19	2	2.25	0.6754
GO:0034707	chloride channel complex	19	3	2.25	0.6779
GO:0032592	integral component of mitochondrial memb...	58	7	6.86	0.6779
GO:0016605	PML body	9	1	1.06	0.6779
GO:0031209	SCAR complex	9	1	1.06	0.6779
GO:0005851	eukaryotic translation initiation factor...	9	1	1.06	0.6779
GO:0005872	minus-end kinesin complex	9	1	1.06	0.6779
GO:0032585	multivesicular body membrane	9	1	1.06	0.6779
GO:0032588	trans-Golgi network membrane	9	1	1.06	0.6779
GO:0031225	anchored component of membrane	319	38	37.73	0.6922
GO:0000151	ubiquitin ligase complex	290	33	34.3	0.6985
GO:0031461	cullin-RING ubiquitin ligase complex	242	28	28.62	0.6996
GO:0009317	acetyl-CoA carboxylase complex	10	1	1.18	0.7160
GO:0035618	root hair	10	1	1.18	0.7160
