GO.ID	Term	Annotated	Significant	Expected	p.value
GO:0009617	response to bacterium	904	109	84.39	0.00338
GO:0016143	S-glycoside metabolic process	117	17	10.92	0.00365
GO:0097054	L-glutamate biosynthetic process	8	4	0.75	0.00390
GO:0051446	positive regulation of meiotic cell cycl...	8	4	0.75	0.00390
GO:0097428	protein maturation by iron-sulfur cluste...	8	4	0.75	0.00390
GO:0007568	aging	350	57	32.67	0.00451
GO:0071333	cellular response to glucose stimulus	18	6	1.68	0.00455
GO:0080027	response to herbivore	36	9	3.36	0.00487
GO:0005985	sucrose metabolic process	56	12	5.23	0.00488
GO:0009313	oligosaccharide catabolic process	9	4	0.84	0.00650
GO:0010336	gibberellic acid homeostasis	5	3	0.47	0.00703
GO:2000232	regulation of rRNA processing	5	3	0.47	0.00703
GO:0043406	positive regulation of MAP kinase activi...	5	3	0.47	0.00703
GO:1900459	positive regulation of brassinosteroid m...	5	3	0.47	0.00703
GO:0006891	intra-Golgi vesicle-mediated transport	59	12	5.51	0.00754
GO:0023014	signal transduction by protein phosphory...	40	11	3.73	0.00775
GO:0010227	floral organ abscission	25	7	2.33	0.00807
GO:0080167	response to karrikin	223	32	20.82	0.00960
GO:1904589	regulation of protein import	10	4	0.93	0.01004
GO:0009407	toxin catabolic process	62	12	5.79	0.01122
GO:2000762	regulation of phenylpropanoid metabolic ...	50	10	4.67	0.01137
GO:0018107	peptidyl-threonine phosphorylation	28	7	2.61	0.01254
GO:0046688	response to copper ion	16	5	1.49	0.01283
GO:0016121	carotene catabolic process	6	3	0.56	0.01309
GO:0016124	xanthophyll catabolic process	6	3	0.56	0.01309
GO:0071712	ER-associated misfolded protein cataboli...	6	3	0.56	0.01309
GO:0030258	lipid modification	172	32	16.06	0.01466
GO:0010431	seed maturation	91	16	8.49	0.01550
GO:0032101	regulation of response to external stimu...	127	21	11.86	0.01577
GO:0002831	regulation of response to biotic stimulu...	119	19	11.11	0.01584
GO:0033865	nucleoside bisphosphate metabolic proces...	73	14	6.81	0.01671
GO:0006020	inositol metabolic process	17	5	1.59	0.01680
GO:0033157	regulation of intracellular protein tran...	17	5	1.59	0.01680
GO:0006414	translational elongation	93	16	8.68	0.01739
GO:0033993	response to lipid	1226	211	114.45	0.01829
GO:0016125	sterol metabolic process	95	16	8.87	0.01913
GO:0010120	camalexin biosynthetic process	24	6	2.24	0.02033
GO:0006880	intracellular sequestering of iron ion	24	6	2.24	0.02033
GO:0048511	rhythmic process	201	28	18.76	0.02105
GO:0016093	polyprenol metabolic process	7	3	0.65	0.02133
