GO.ID	Term	Annotated	Significant	Expected	p.value
GO:0019432	triglyceride biosynthetic process	40	1	0.08	0.07303
GO:0010030	positive regulation of seed germination	40	1	0.08	0.07303
GO:0071483	cellular response to blue light	42	1	0.08	0.07654
GO:0006032	chitin catabolic process	43	1	0.08	0.07829
GO:0030048	actin filament-based movement	43	1	0.08	0.07829
GO:0010072	primary shoot apical meristem specificat...	44	1	0.08	0.08004
GO:0010380	regulation of chlorophyll biosynthetic p...	44	1	0.08	0.08004
GO:0006662	glycerol ether metabolic process	48	1	0.09	0.08699
GO:0042631	cellular response to water deprivation	49	1	0.09	0.08873
GO:0000272	polysaccharide catabolic process	277	2	0.52	0.09677
GO:2000030	regulation of response to red or far red...	59	1	0.11	0.10586
GO:0010183	pollen tube guidance	62	1	0.12	0.11094
GO:0048229	gametophyte development	625	3	1.18	0.11467
GO:0009686	gibberellin biosynthetic process	65	1	0.12	0.11599
GO:0034605	cellular response to heat	73	1	0.14	0.12932
GO:0010043	response to zinc ion	82	1	0.16	0.14408
GO:0009585	red, far-red light phototransduction	97	1	0.18	0.16813
GO:0031408	oxylipin biosynthetic process	100	1	0.19	0.17287
GO:0031348	negative regulation of defense response	104	1	0.2	0.17913
GO:0009740	gibberellic acid mediated signaling path...	113	1	0.21	0.19306
GO:0000226	microtubule cytoskeleton organization	126	1	0.24	0.21278
GO:0007346	regulation of mitotic cell cycle	127	1	0.24	0.21427
GO:0009627	systemic acquired resistance	128	1	0.24	0.21577
GO:0006857	oligopeptide transport	128	1	0.24	0.21577
GO:0044550	secondary metabolite biosynthetic proces...	463	2	0.88	0.21843
GO:0009640	photomorphogenesis	137	1	0.26	0.22909
GO:0034599	cellular response to oxidative stress	143	1	0.27	0.23785
GO:0006754	ATP biosynthetic process	165	1	0.31	0.26913
GO:0009414	response to water deprivation	626	4	1.18	0.28450
GO:0031347	regulation of defense response	387	3	0.73	0.29143
GO:0045454	cell redox homeostasis	185	1	0.35	0.29647
GO:0006470	protein dephosphorylation	188	1	0.36	0.30048
GO:0009651	response to salt stress	1014	3	1.92	0.30100
GO:0006364	rRNA processing	189	1	0.36	0.30182
GO:0010119	regulation of stomatal movement	203	1	0.38	0.32022
GO:0009813	flavonoid biosynthetic process	217	1	0.41	0.33814
GO:0042545	cell wall modification	237	1	0.45	0.36295
GO:0009409	response to cold	777	4	1.47	0.37711
GO:0009733	response to auxin	695	2	1.32	0.38013
GO:0007275	multicellular organism development	4444	11	8.41	0.38295
GO:0016051	carbohydrate biosynthetic process	477	3	0.9	0.38795
GO:0046686	response to cadmium ion	713	2	1.35	0.39229
GO:0009642	response to light intensity	280	2	0.53	0.39392
GO:0010035	response to inorganic substance	1738	9	3.29	0.42454
GO:0055085	transmembrane transport	1357	3	2.57	0.47731
GO:0009617	response to bacterium	904	3	1.71	0.49107
GO:0000160	phosphorelay signal transduction system	362	1	0.69	0.49856
GO:0015979	photosynthesis	391	1	0.74	0.52572
GO:1903507	negative regulation of nucleic acid-temp...	404	1	0.76	0.53743
